,transform_text,Class
4306,yo come carlo soon,0
4307,awww dat sweet think someth nice time tonight ill probabl txt u later co im lone xxx,0
4308,guess useless call u 4 someth import,0
4309,ha ha pop loo hello,0
4310,dint tell anyth angri told abi,0
4311,someon u know ask date servic 2 contact cant guess call 09058091854 reveal po box385 m6 6wu,1
4312,happen r 2waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that see major person guid right insur,0
4313,keep ten rs shelf buy two egg,0
4314,well babe swollen gland throat end,0
4315,ur chang 2 da report big co alreadi made chang 2 da previou report,0
4316,captain room,0
4317,ca speak bcaz mobil problem listen listen voic call later,0
4318,hiya stu wot u much trubl home moment evon hate even u wot hell av done wont u tell text bck pleas luv dan,0
4319,take mokka player,0
4320,still play gautham,0
4321,hey mr go sea view coupl gay mean game give bell ya finish,0
4322,k jason say gon na around around lt gt,0
4323,sorri abl get see morn,0
4324,aight well keep inform,0
4325,number sir,0
4326,search good dual sim mobil pa,0
4327,seem unnecessarili hostil,0
4328,dude got haircut breezi,0
4329,congrat 2 mobil 3g videophon r call 09061744553 videochat wid ur mate play java game dload polyh music nolin rentl bx420 ip4 5we 150pm,1
4330,doctor 1tulsi cancer fat 1cup bone problm 3 litr diseas snd th 2 u care,0
4331,thought king hill thing,0
4332,nope come onlin,0
4333,also tell said happi birthday,0
4334,bishan lei tot ü say lavend,0
4335,boo time u get u suppos take shop today,0
4336,u sound like manki scous boy steve like travel da bu u inmind 4 recreat di eve,0
4337,fyi take quick shower epsilon like lt gt min,0
4338,tuesday night r u 4 real,0
4339,ye appt,0
4340,got outta class gon na go gym,0
4341,want sent lt gt mesag today that sorri hurt,0
4342,ü write wat,0
4343,ha would say read anyth way u seem like 2 judgement save friday pub,0
4344,valentin game send di msg ur friend 5 answer r someon realli love colour suit best,0
4345,hi ask waheeda fathima leav,0
4346,enjoy urself tmr,0
4347,still around could use,0
4348,u 447801259231 secret admir look 2 make contact r reveal think ur 09058094597,1
4349,give us back id proof lt gt rs wont allow work come home within day,0
4350,ü bot note oredi co juz rem got,0
4351,ye rent expens way save,0
4352,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng,0
4353,how pain dear r u smile,0
4354,fun fact although would think armand would eventu build toler shit consid much smoke get fuck like 2 hit,0
4355,import inform 4 orang user 0789xxxxxxx today lucki day 2find log onto http fantast surpris await,1
4356,sorri ca help,0
4357,great send account number,0
4358,hellogorg how u fone charg lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 u 2mrw luv jaz,0
4359,date servic ask 2 contact u someon shi call 09058091870 reveal pobox84 m26 3uz 150p,1
4360,ü send content page,0
4361,night sweet sleep well see exorc emili rose may never sleep hug snog,0
4362,think u got think use got good ni8,0
4363,ca right second got ta hit peopl first,0
4364,evri emot ds hav wish ds hav prayr u smile world wit even drop tear ds lik 2 stay wit b happi good morn keep smile,0
4365,rememb,0
4366,ujhhhhhhh comput ship address sandiago parantella lane wtf poop,0
4367,mm ye dear look hug,0
4368,like di sweater fr mango size alreadi irrit,0
4369,1 number 2 gon na massiv pain ass rather get involv possibl,0
4370,anytim lor,0
4371,want new video handset 750 time network min unlimit text camcord repli call 08000930705 del sat,1
4372,puriti friendship two smile read forward messag smile see name gud evng,0
4373,ur balanc next question complet landmark big bob barri ben text b c good luck,1
4374,fine absolutli fine,0
4375,k sure consent form v,0
4376,ur tonex subscript renew charg choos 10 poli month bill msg,1
4377,prize go anoth custom c polo ltd suit 373 london w1j 6hl pleas call back busi,1
4378,much torch 9ja,0
4379,noth u dinner w us,0
4380,check,0
4381,done internet connect v slow send tri later first thing tomo,0
4382,mathew tait edward anderson,0
4383,yeah sure thing mate haunt got stuff sort im go sound anyway promot hex way dont know number joke,0
4384,need lar go engin co si art today,0
4385,thank honey still heard anyth leav bit longer 2 crowd tri later great advic thank hope cardiff still,0
4386,want new nokia 3510i colour phone deliv tomorrow 200 free minut mobil 100 free text free camcord repli call 8000930705,1
4387,im snowboard trip wonder plan get everyon togeth befor go meet greet kind affair cheer,0
4388,watch live,0
4389,see christmassi,0
4390,k readi lt gt,0
4391,know god creat gap finger one made come amp fill gap hold hand love,0
4392,greatest test courag earth bear defeat without lose heart gn tc,0
4393,new year plan,0
4394,recpt order rington order process,1
4395,baaaaaaaab wake miss crave need,0
4396,got messag ignor ye shop,0
4397,dear mood cant drive brother drive,0
4398,dad get back,0
4399,tell shola pleas go colleg medicin visit academ depart tell academ secretari current situat ask transfer ask someon check sagamu thing lautech vital complet medic educ nigeria less expens much less expens unless get citizen rate new zealand,0
4400,ye finish watch day live love,0
4401,juz go googl n search 4 qet,0
4402,mani time lose best one bcoz,0
4403,good friend care close friend understand true friend stay forev beyond word beyond time gud ni8,0
4404,get back home,0
4405,sorri call later lt gt min,0
4406,dun need use dial juz open da browser n surf,0
4407,one regist subscrib u enter draw 4 100 gift voucher repli enter unsubscrib text stop,1
4408,awesom plan get time like lt gt text detail wee bit,0
4409,take care sleep need learn chang need get convinc wait convers convinc famili mani u role life,0
4410,chanc win free bluetooth headset simpli repli back adp,1
4411,also didnt get na hi hi hi hi hi,0
4412,ya cant display intern sub got ta extract,0
4413,said anyth wrong sorri de,0
4414,sad stori man last week wife wish parent forgot n kid went work even colleagu wish,0
4415,stupid say challeng dont think write instead respond im,0
4416,yeah abl text readi meet,0
4417,v skint fanci gona go meet othr spoon jst bin watchng planet earth sofa v comfey dont make hav gd night,0
4418,say quit least5tim day wud take much notic nah mind gon na see want come taunton tonight u tell,0
4419,get free call,0
4420,littl darl far week need coffe run tomo ca believ time week alreadi,0
4421,ok msg u b4 leav hous,0
4422,still west coast haiz ü take forev come back,0
4423,mmm fuck merri christma,0
4424,alright thank advic enjoy night tri get sleep,0
4425,updat face book statu frequent,0
4426,saw k da,0
4427,someth u ate,0
4428,bank say money,0
4429,aiyar dun disturb u liao thk u lot 2 aft ur cupboard come,0
4430,hey r watch movi tonight prob b home earli,0
4431,yar lor u noe u use dat rout,0
4432,2mro come gym machan goodnight,0
4433,dont think need yellow card uk travel ask someon gone lt gt buck,0
4434,u look 4 da lib got stuff havent finish yet,0
4435,sound great im go sleep good night,0
4436,b floppi b snappi happi gay chat servic photo upload call 08718730666 2 stop text call 08712460324,1
4437,murder coz man murder lt gt th januari public holiday close includ post offic understand,0
4438,come u got noth,0
4439,noth ever easi look reason take risk life love,0
4440,want grasp pretti booti,0
4441,got tea sure flavour,0
4442,go 2 orchard lareadi reach soon u reach,0
4443,dear deni word pleas,0
4444,know old dom told yesterday name roger got touch last night want meet today 2 pm,0
4445,come back tampa ffffuuuuuuu,0
4446,2 celebr b day els,0
4447,merri christma u anni,0
4448,pleas tell special stock talk,0
4449,sent like,0
4450,urgent ur award complimentari trip eurodisinc trav aco entry41 claim txt di 87121 morefrmmob shracomorsglsuplt 10 ls1 3aj,1
4451,awesom minut,0
4452,problem walk around julianaland oblivi go around say thing constantli go one ear go whatev want know upset listen tell go upset want surpris mad,0
4453,told everyth stop dont let get dehydr,0
4454,guess lt gt min,0
4455,home ard wat time u reach,0
4456,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moral one 4get name person bt girlfrnd g n g h,0
4457,want mapquest someth look usf dogwood drive tini street park lot,0
4458,aight plan come later tonight,0
4459,die accident delet e msg suppos 2 put e sim archiv haiz sad,0
4460,welcom msg free give free call futur mg bill 150p daili cancel send go stop 89123,1
4461,wish great day moji told offer alway speechless offer easili go great length behalf stun exam next friday keep touch sorri,0
4462,thank repli today ur visa come r u still buy gucci bag sister thing easi uncl john also bill realli need think make money later sha,0
4463,sorri flake last night shit serious goin roommat tonight,0
4464,said look pretti wif long hair wat thk cut quit short 4 leh,0
4465,ranjith cal drpd deeraj deepak 5min hold,0
4466,cheer callin culdnt talkbut wannatel u detail later wenwecan chat properli x,0
4467,hey u still gym,0
4468,said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife,0
4469,much better thank lol,0
4470,noth smsing u n xy lor sorri lor da guy neva c u person sort know u lor u wan 2 meet xy ask 2 bring u along 4 next meet,0
4471,lem know swing pick free basic time 1 semest,0
4472,wa u effici gee thanx,0
4473,receiv mobil content enjoy,1
4474,abl sleep,0
4475,want explicit sex 30 sec ring 02073162414 cost,1
4476,meet soon princess ttyl,0
4477,pick go taunton still want come,0
4478,oh 4 outsid player allow play know,0
4479,anyth lor,0
4480,erutupalam thandiyachu,0
4481,cant u tri new invent fli,0
4482,ful song lyric,0
4483,u reckon need 2 arrang transport u ca thank,0
4484,true lov n care wil nevr go unrecogn though somon often make mistak valu definitli undrstnd start miss,0
4485,shop eh ger toke abt syd leh haha,0
4486,stand,0
4487,good weekend,0
4488,miss call miss call khelat kintu opponent miss call dhort lage that rule one great phone receiv qualiti win,0
4489,call get chanc plz lt 3,0
4490,new deu ex game comin earli next yr,0
4491,comput fri essenti part keep spare fuck idiot roommat looovvv leav thing run full lt gt,0
4492,friend studi warwick plan go shop concert tmw may cancel hav seen age yeah get togeth sometim,0
4493,probabl coupl hour top,0
4494,lol grin babe thank think,0
4495,man bu slow think gon na get,0
4496,hope text meet smile let text give reason smile beauti day,0
4497,case wake wonder forgot take care someth grandma today done parad,0
4498,ok,0
4499,latest nokia mobil ipod mp3 player proze guarante repli win 83355 norcorp,1
4500,sm servic inclus text credit pl goto 3qxj9 unsubscrib stop extra charg help 9ae,1
4501,nvm take ur time,0
4502,wat da decis,0
4503,wot u 2 bitch,0
4504,possibl,0
4505,told hr want post chennai work,0
4506,mobil club choos top qualiti item mobil 7cfca1a,1
4507,guy leav,0
4508,neva grumbl sad lor hee buy tmr lor aft lunch still meetin 4 lunch tmr neva hear fr lei ü got lot work ar,0
4509,abl anyth,0
4510,ü takin linear algebra today,0
4511,weekend fine excus much decor,0
4512,sorri miss babe late slept hope enjoy drive lesson boytoy miss teas kiss,0
4513,project come,0
4514,money wine number 946 wot next,1
4515,sure whenev show fuck gt,0
4516,random saw old roomat campu graduat,0
4517,congrat 2 mobil 3g videophon r call 09061744553 videochat wid ur mate play java game dload polyh music nolin rentl bx420 ip4 5we 150pm,1
4518,men alway need beauti intellig care love adjust cooper wife law allow one wife,0
4519,suck got plan yo valentin yo valentin,0
4520,got part nottingham 3 hr 63mile good thing love man much 40mph hey ho,0
4521,think one say clearli ok leav need ask go come,0
4522,hi good mornin thanku wish u,0
4523,u want 2 meet 2morro,0
4524,actual decid hungri left yet v,0
4525,sent ü part,0
4526,co shop wif darren ju n call 2 ask wat present wan lor start guess wif n final guess darren lor,0
4527,want cock hubbi away need real man 2 satisfi txt wife 89938 string action txt stop 2 end txt rec otbox 731 la1 7w,1
4528,understand loss gain work school,0
4529,u miss u havent 2 much bit bore holiday want 2 go bak 2 colleg sad isnt xx,0
4530,hiya probabl come home weekend next,0
4531,forget though love walk besid watch keep heart warm,0
4532,wish thing differ wonder abl show much valu pl continu brisk walk drug without askin pleas find thing laugh love dearli,0
4533,ok day make dinner tonit invit,0
4534,gr8 new servic live sex video chat mob see sexiest dirtiest girl live ur phone 4 detail text horni 89070 cancel send stop 89070,1
4535,money 4 steve mate,0
4536,im late tellmiss im way,0
4537,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn,0
4538,normal use drink water daili,0
4539,dare ask luck sort car,0
4540,parti place usf charg contribut way greatli appreci yeah got room one,0
4541,urgh coach hot smell chip fat thank especi duvet predict text word,0
4542,hiya last night naughti bought cloth littl readi shop tho kind time wan na meet,0
4543,freemsg hi babi wow got new cam mobi wan na c hot pic fanci chat im w8in 4utxt rpli chat 82242 hlp 08712317606 msg150p 2rcv,1
4544,tri reach without success,0
4545,derek done class,0
4546,never lei v lazi got wat dat day ü send da url cant work one,0
4547,never tri alon take weight tear come ur heart fall ur eye alway rememb stupid friend share bslvyl,0
4548,hey mate spoke mag peopl deliv end month deliv 24th talk later,0
4549,hope good week check,0
4550,haha friend tyler liter ask could get dubsack,0
4551,hey u fanci meetin 4 cha hav lil beverag txt ring meet l8r quit tire got 3 love pete x x x,0
4552,great safe trip dont panic surrend,0
4553,symptom u love like listen song get stop u see name belov wo get angri,0
4554,sun ah thk mayb dun anythin thk book e lesson e pilat orchard mrt u noe hor,0
4555,tri someth dear read someth exam,0
4556,7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st ur love friendship good morn dear,0
4557,gettin rdi ship comp,0
4558,hospit da return home even,0
4559,piss talk someon realis u point read backward,0
4560,think da wil,0
4561,awak oh,0
4562,good afternoon boytoy goe walk day get polic abstract still wake miss babe,0
4563,much u tri get,0
4564,come around lt decim gt pm vikki otsid nw il come tht time,0
4565,tell address,0
4566,honeybe said sweetest world god laugh amp said wait u havnt met person read msg moral even god crack joke,0
4567,buy blackberri bold 2 torch buy new use let know plu say buy lt gt g wifi ipad say lt gt g,0
4568,togeth thinkin,0
4569,hiya how go sunni africa hope u r avin good time give big old silver back big kiss,0
4570,time come tomorrow,0
4571,wan na laugh tri mobil logon txting word chat send 8883 cm po box 4217 london w1a 6zf rcvd,1
4572,cha quiteamuz scool babe probpop cu satthen hunni 4brekki love jen xxx psxtra lrg portion 4 pleas,0
4573,omg u know ate,0
4574,urgent 2nd attempt contact u u 09071512432 b4 300603t 50,1
4575,,0
4576,directli behind abt 4 row behind ü,0
4577,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066,1
4578,contract mobil 11 mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record,1
4579,urgent call 09066350750 landlin complimentari 4 ibiza holiday cash await collect sae cs po box 434 sk3 8wp 150 ppm,1
4580,plan yet,0
4581,hi engag fixd lt gt th next month know realli shock bt hmm njan vilikkam ws al sudn,0
4582,cours math one day one chapter one month finish,0
4583,wow think common take back ur freak unless u chop,0
4584,ur chanc win wkli shop spree txt shop c custcar 08715705022,1
4585,noooooooo pleas last thing need stress life fair,0
4586,u secret admir look 2 make contact r reveal think ur,1
4587,mila age23 blond new uk look sex uk guy u like fun text mtalk 1st 5free increment help08718728876,1
4588,see swing bit got thing take care firsg,0
4589,want wish happi new year want talk legal advic gari split person make trip ptbo hope everyth good babe love ya,0
4590,finish work yet someth,0
4591,tomorrow go theatr come wherev u call tell come tomorrow,0
4592,well done england get offici poli rington colour flag yer mobil text tone flag 84199 txt eng stop box39822 w111wx,1
4593,right wasnt phone someon number like,0
4594,ok wun b angri msg u aft come home tonight,0
4595,good time nice someth bit differ weekend chang see ya soon,0
4596,yo sorri shower sup,0
4597,carlo pick swing usf littl bit,0
4598,full heat pa appli oil pa,0
4599,stuck da middl da row da right hand side da lt,0
4600,laid airtel line rest,0
4601,hi u decid wot 2 get 4 bday ill prob ju get voucher frm virgin sumf,0
4602,freemsg txt call 86888 claim reward 3 hour talk time use phone inc 3hr 16 stop txtstop,1
4603,hey j r u feel better hopeso hunni amnow feelin ill ithink may tonsolitusaswel damn iam layin bedreal bore lotsof luv xxxx,0
4604,plan stay night prolli wo back til late,0
4605,thanx 4 puttin da fone,0
4606,need 8th campu atm could pick hour two,0
4607,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scare hiphop open cant catch,0
4608,run manag 5 minut need oxygen might resort roller option,0
4609,live next lt gt min,0
4610,de ask like,0
4611,glad talk,0
4612,wat time ü finish,0
4613,sorri da gone mad mani pend work,0
4614,much got clean,0
4615,how favourit person today r u workin hard could sleep last nite nearli rang u,0
4616,sunshin quiz win super soni dvd record cannam capit australia text mquiz b,1
4617,ü call dad oredi,0
4618,good think could send pix would love see top bottom,0
4619,nvm go wear sport shoe anyway go late leh,0
4620,sorri call later meet,0
4621,long fuckin showr,0
4622,receiv understood n act upon,0
4623,final came fix ceil,0
4624,u need presnt alway bcz u cant mi love jeevithathil irulina neekunna prakasamanu sneham prakasam ennal prabha mn prabha got dont mi,0
4625,ju finish blow hair u finish dinner alreadi,0
4626,bu love,0
4627,lol knew saw dollar store,0
4628,pleas call custom servic repres 0800 169 6031 guarante cash prize,1
4629,today voda number end 7634 select receiv reward match pleas call 08712300220 quot claim code 7684 standard rate appli,1
4630,saturday sunday holiday difficult,0
4631,everybodi fun even miss,0
4632,got hella ga money want go grand natur adventur galileo littl bit,0
4633,meet call later,0
4634,oh wow that gay firmwar updat help,0
4635,wo move morphin,0
4636,come din c ü yup cut hair,0
4637,k k pa lunch aha,0
4638,oh ho first time u use type word,0
4639,captain vijaykanth comedi captain tv drunken,0
4640,cours guess god got hold right,0
4641,hide anythi keep distanc,0
4642,havent,0
4643,rip get mobil content call 08717509990 six download 3,1
4644,sorri din lock keypad,0
4645,u got person stori,0
4646,plan come chennai,0
4647,tri contact repli offer video phone 750 anytim network min half price line rental camcord repli call 08000930705,1
4648,god creat gap btwn ur finger dat sum1 vri special fill gap hold ur hand plz dont ask creat much gap leg,0
4649,okay go sleep later,0
4650,pleas protect sib never ask sensit inform like password pin thru email never share password anybodi,0
4651,final happen aftr decad beer cheaper petrol gover expect us drink drive,0
4652,xma reward wait comput randomli pick loyal mobil custom receiv reward call 09066380611,1
4653,r e meet tmr,0
4654,lol ye add spice day,0
4655,hope great day,0
4656,prasanth ettan mother pass away last night pray famili,0
4657,k work someth,0
4658,privat 2003 account statement show 800 point call 08718738002 identifi code 48922 expir,1
4659,messag great doctor india 1 drink appi fizz contain cancer caus age,0
4660,cant pick phone right pl send messag,0
4661,call tell infront call,0
4662,ok prob,0
4663,ladi first genu second k,0
4664,ye pleas swim,0
4665,mum go robinson alreadi,0
4666,ok set let u noe e detail later,0
4667,tel softwar name,0
4668,send print out da,0
4669,im reali soz imat mum 2nite 2moro,0
4670,born god said oh anoth idiot born god said oh competit knew one day two becom freind forev,0
4671,didnt get ur full msg sometext miss send,0
4672,probabl almost ga get cash tomorrow,0
4673,custom servic announc recent tri make deliveri unabl pleas call 07099833605,1
4674,forgot 2 ask ü smth card da present lei ü want 2 write smth sign,0
4675,leav hous,0
4676,hi babe chloe r u smash saturday night great weekend u miss sp text stop stop,1
4677,ü readi call,0
4678,wewa iriv 128 mb,0
4679,good thing get connect bw,0
4680,sri da jst nw came home,0
4681,cool night lem know around,0
4682,stay town,0
4683,haha yeah 2 oz kind shitload,0
4684,ok u take shop u get paid,0
4685,life mean lot love life love peopl life world call friend call world ge,0
4686,alright bring see like lt gt min,0
4687,pl dont play other life,0
4688,eatin lunch,0
4689,give one day,0
4690,tri g decid head,0
4691,ok prob,0
4692,surli ill give come review,0
4693,march end readi call sure problem capit never complet far work ladi,0
4694,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija,0
4695,pl give food prefer pap slowli load sugar take hour give water slowli,0
4696,urgent mobil 07808726822 award bonu caller prize 2nd attempt contact call box95qu,1
4697,guy get use dumb realiz,0
4698,okey dokey bit sort stuff,0
4699,da what plan,0
4700,ye fine,0
4701,win winner foley ipod excit prize soon keep eye ur mobil visit,1
4702,like new mobil,0
4703,anytim,0
4704,mmmmmmm snuggl deep content sigh whisper fuck love much bare stand,0
4705,yar say got error,0
4706,hey anyway,0
4707,wow healthi old airport rd lor cant thk anyth els b bath dog later,0
4708,wif famili book tour packag,0
4709,say bold torch later one torch 2bold,0
4710,haha awesom might need take doin tonight,0
4711,ya knw u vl giv ok thank kano anyway enjoy wit ur famili wit 1st salari,0
4712,huh slow tot u reach long ago liao u 2 day 4 leh,0
4713,that cool princess cover face hot sticki cum,0
4714,big brother realli scrape barrel shower social misfit,0
4715,oop thk dun haf enuff go check tell ü,0
4716,8 min go lunch,0
4717,hey happen u switch ur cell whole day isnt good u care give call tomorrow,0
4718,k addi amp art get home,0
4719,uncl atlanta wish guy great semest,0
4720,aiyo lesson earli still sleepin haha oki u go home liao den confirm w lor,0
4721,forgot tell ü smth ü like number section clearer,0
4722,yup anyth lor u dun wan ok,0
4723,home love still awak love kiss,0
4724,hello peach cake tast lush,0
4725,free game get rayman golf 4 free o2 game arcad 1st get ur game set repli post save activ8 press 0 key arcad termsappli,1
4726,minor shindig place later tonight interest,0
4727,jason say cool pick place like hour,0
4728,mobil 10 mth updat latest phone free keep ur number get extra free text ye call,1
4729,career tel ad u contact send free sm remov phonebook sm lt gt,0
4730,reach alreadi,0
4731,dont know ask brother noth problem thing told,0
4732,k eng rock ash,0
4733,wat time r ü go xin hostel,0
4734,good morn dear shijutta great amp success day,0
4735,buy space invad 4 chanc 2 win orig arcad game consol press 0 game arcad std wap charg see 4 term set purchas,1
4736,oh k placement ah,0
4737,possess especi first offens,0
4738,nt drive even mani reason call bbd tht chikku hw abt dvg cold heard tht vinobanagar violenc hw condit hw ru problem,0
4739,bought test yesterday someth let know exact day u get 2u 2 3wk pl pl dont fret know u r worri pl relax also anyth ur past histori u need tell,0
4740,pizza u want,0
4741,keep see weird shit bein woah realis actual reason oh,0
4742,mani happi return day wish happi birthday,0
4743,ya nice readi thursday,0
4744,hospit da return home even,0
4745,think u x,0
4746,camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day,1
4747,orh tot u say still dun believ,0
4748,put sign choos number pin show right,0
4749,beauti life next second hide thousand secret wish everi second wonder ur life gud n8,0
4750,thanx u darlin im cool thanx bday drink 2 nite 2morrow take care c u,0
4751,still mayb leav credit card get ga get back like told,0
4752,weekli tone readi download week new tone includ 1 crazi f 2 3 black p info n,1
4753,well boy glad g wast night applebe noth,0
4754,get lot cash weekend dear welcom weekend got biggest best ever cash give away,1
4755,ok lor u wan go look 4 u,0
4756,u wan 2 haf lunch da canteen,0
4757,make life stressful alway find time laugh may add year life sure add life ur year gud ni8 swt dream,0
4758,hey look like wrong one kappa guy number still phone want text see around,0
4759,urgent mobil number award prize guarante call 09061790121 land line claim valid 12hr 150ppm,1
4760,thank 4 continu support question week enter u in2 draw 4 cash name new us presid txt an 80082,1
4761,home doc gave pain med say everyth fine,0
4762,é 140 ard é rest ard 180 least é price 4 é 2 bedrm 900,0
4763,love night xxx,0
4764,prepar pleasur,0
4765,hi technic assist us custom call email,0
4766,text way cup stop work bu,0
4767,when radio show,0
4768,uniqu user id remov send stop 87239 custom servic 08708034412,1
4769,sure still avail though,0
4770,watev relat u built di world thing remain atlast iz lonlin lotz n lot memori feel,0
4771,cheer lou yeah goodnit shame u neva came c ya gailxx,0
4772,hi got money da,0
4773,hi mobil lt gt ad contact list great place send free sm peopl visit,0
4774,ok u tell wat time u come later lor,0
4775,u repeat e instruct wat e road name ur hous,0
4776,mani peopl seem special first sight remain special till last sight maintain till life end sh ja,0
4777,quit lor dun tell wait get complac,0
4778,sorri complet forgot pop em round week still,0
4779,u r beauti girl ive ever seen u r babi come c common room,0
4780,cant see join deni mina deni want alon time,0
4781,sen told go join uncl financ cbe,0
4782,yup hey one day fri ask miwa jiayin take leav go karaok,0
4783,call senthil hsbc,0
4784,especi sinc talk boston person statement lol woulda chang realiz said nyc say boston,0
4785,inde way either,0
4786,urgent 09066649731from landlin complimentari 4 ibiza holiday cash await collect sae cs po box 434 sk3 8wp 150ppm,1
4787,holi live christ take long,0
4788,ü thk wat eat tonight,0
4789,thanx yup come back sun finish dinner go back 2 hotel time fli tog 4 exactli mth today hope haf mani mth come,0
4790,opposit side drop,0
4791,yup izzit still rain heavili co e mrt ca c outsid,0
4792,send resum,0
4793,gd luck 4 ur exam,0
4794,u ask next sat make ok lor,0
4795,sorri uncl keep touch,0
4796,saw guy doll last night patrick swayz great,0
4797,urgent 2nd attempt contact prize yesterday still await collect claim call 09061702893,1
4798,santa call would littl one like call santa xma eve call 09077818151 book time last 3min 30 c,1
4799,come home want u miser,0
4800,dont know get messag,0
4801,cool tyler take gon na buy drop place later tonight total order quarter got enough,0
4802,guy car shop flirt got phone number paperwork call text nervou cours may address call boss tell know may get fire,0
4803,revers cheat mathemat,0
4804,plan manag,0
4805,er hello thing quit go plan limp slowli home follow aa exhaust hang,0
4806,sorri delay ye master,0
4807,call u finish come n pick u,0
4808,privat 2004 account statement 078498 7 show 786 unredeem bonu point claim call 08719180219 identifi code 45239 expir,1
4809,oga left phone home saw ur messag hope good great weekend,0
4810,worri though understand import put place poorli thought punish face worst thing ever happen brb gon na go kill,0
4811,honey pl find much sell predict nigeria mani time use import repli monday,0
4812,e admin build might b slightli earlier call u reach,0
4813,fyi usf swing room whenev,0
4814,call lt gt min that ok,0
4815,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear,0
4816,ü home work meh,0
4817,anyth valuabl 2 situat get loos,0
4818,mark take forev pick prescript pain come back,0
4819,ur paper,0
4820,got smaller capac one quit ex,0
4821,check choos babe video fgkslpopw fgkslpo,1
4822,im good think,0
4823,u r winner u ave special select 2 receiv cash 4 holiday flight inc speak live oper 2 claim 18,1
4824,,0
4825,thought bout drink tap spile seven pub ga st broad st canal ok,0
4826,go sleep tire travel,0
4827,haha thinkin,0
4828,yup give problem mayb ju leav,0
4829,lol tri make day littl interest,0
4830,long get repli defer admiss til next semest,0
4831,word checkmat chess come persian phrase shah maat mean king dead goodmorn good day,0
4832,po de need job aha,0
4833,rat hey u ever vote next theme,0
4834,new mobil 2004 must go txt nokia 89545 collect today 2optout txtauction,1
4835,hope pee burn tonit,0
4836,oh rite well im best mate pete went 4 2geva longer week,0
4837,yay ca wait parti togeth,0
4838,photoshop make comput shut,0
4839,boy made fun today ok problem sent one messag fun,0
4840,one issu california okay snow manag,0
4841,privat 2003 account statement show 800 point call 08715203652 identifi code 42810 expir,1
4842,hmmm mayb tri e shoppin area one forgot e name hotel,0
4843,awesom gon na soon later tonight,0
4844,need detail onlin job,0
4845,valu vodafon custom comput pick win prize collect easi call 09061743386,1
4846,miss inshah allah,0
4847,pl help tell ashley cant find number oh,0
4848,escap theatr go watch kavalan minut,0
4849,increas chanc win,0
4850,either way work lt gt year old hope doesnt bother,0
4851,mayb find someth els instead,0
4852,gain right demand tri husband see,0
4853,like new hous,0
4854,fine hope also,0
4855,also north carolina texa atm would go gre site pay test result sent,0
4856,u,0
4857,ye babi need stretch open pussi,0
4858,thank bomb date phone want say,0
4859,ok,0
4860,hey guy know breath neck get bud anyway abl get half track usf tonight,0
4861,respons one power weapon 2 occupi place other alway give respons 2 care 4 u gud night swt dream take care,0
4862,nokia phone lovli,0
4863,free messag thank use auction subscript servic 18 2 skip auction txt 2 unsubscrib txt stop customercar 08718726270,1
4864,bore housew chat n date rate landlin,1
4865,sorri da today wont come play drive cla,0
4866,realli sorri lit hair fire,0
4867,oh shit thought trip loooooool make much sens grin sofa refer sleep couch link sent went trip oh babe go celebr rent,0
4868,okey dokey swashbuckl stuff oh,0
4869,watch cartoon listen music amp eve go templ amp church u,0
4870,tension face smile face wast face innoc face face face face face face lt gt face,0
4871,dip cell dead come u better respond els shall come back,0
4872,well know mean text,0
4873,hi di yiju would happi work wif ü gek1510,0
4874,lol oop sorri fun,0
4875,wat happen cruis thing,0
4876,know dat feelin pete wuld get em nuther place nuther time mayb,0
4877,lyricalladi invit friend repli see stop send stop frnd 62468,1
4878,world happiest frnd never charact dey best understand differ,0
4879,1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 16 repli hl 4info,1
4880,yeah open chat click friend list make list easi pie,0
4881,alright tyler got minor crisi home sooner thought asap,0
4882,pick,0
4883,usual u call ard 10 smth,0
4884,new theori argument win situat lose person dont argu ur friend kick amp say alway correct,0
4885,mani thing antibiot use chest abdomen gyna infect even bone infect,0
4886,poor girl ca go one day lmao,0
4887,6time,0
4888,today vodafon number end 4882 select receiv award number match call 09064019014 receiv award,1
4889,pl make note expos also find school anyon els vomit dog cat hous let know later,0
4890,japanes proverb one u none u must indian version one let none leav final kerala version one stop none make strike,0
4891,sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath,0
4892,wors use half way stop better complet,0
